"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,5.51054543453309e-06,4116,236,81,0.343220338983051,0.0196793002915452,"GO:0019438","GO:BP","aromatic compound biosynthetic process",21031,5983,"GO:0006725, GO:0044249"
"query_1",TRUE,5.5717132173124e-06,5813,252,109,0.432539682539683,0.0187510751763289,"GO:0009889","GO:BP","regulation of biosynthetic process",21031,3787,"GO:0009058, GO:0019222"
"query_1",TRUE,5.68207850327781e-06,531,244,23,0.0942622950819672,0.0433145009416196,"GO:0002253","GO:BP","activation of immune response",21031,792,"GO:0002376, GO:0050778"
"query_1",TRUE,6.50037873291012e-06,1077,252,35,0.138888888888889,0.0324976787372331,"GO:0032101","GO:BP","regulation of response to external stimulus",21031,7632,"GO:0009605, GO:0048583"
"query_1",TRUE,6.6569955126509e-06,3855,252,81,0.321428571428571,0.021011673151751,"GO:0006950","GO:BP","response to stress",21031,2613,"GO:0050896"
"query_1",TRUE,6.78119349591241e-06,1852,236,47,0.199152542372881,0.025377969762419,"GO:0051254","GO:BP","positive regulation of RNA metabolic process",21031,14049,"GO:0010604, GO:0016070, GO:0045935, GO:0051252"
"query_1",TRUE,8.05680796607122e-06,2637,252,62,0.246031746031746,0.0235115661736822,"GO:0010033","GO:BP","response to organic substance",21031,3883,"GO:0042221"
"query_1",TRUE,8.19256433606555e-06,2052,236,50,0.211864406779661,0.0243664717348928,"GO:0045935","GO:BP","positive regulation of nucleobase-containing compound metabolic process",21031,12127,"GO:0006139, GO:0019219, GO:0031325, GO:0051173"
"query_1",TRUE,8.19454171311132e-06,1054,249,34,0.136546184738956,0.032258064516129,"GO:0002684","GO:BP","positive regulation of immune system process",21031,1209,"GO:0002376, GO:0002682, GO:0048518"
"query_1",TRUE,8.48916486485731e-06,279,236,16,0.0677966101694915,0.0573476702508961,"GO:0002218","GO:BP","activation of innate immune response",21031,760,"GO:0002253, GO:0045089"
"query_1",TRUE,9.1257754735879e-06,511,242,22,0.0909090909090909,0.0430528375733855,"GO:1901652","GO:BP","response to peptide",21031,22152,"GO:0010243, GO:1901700"
"query_1",TRUE,9.16696972018099e-06,308,244,17,0.069672131147541,0.0551948051948052,"GO:0030217","GO:BP","T cell differentiation",21031,6962,"GO:0030098, GO:0042110"
"query_1",TRUE,9.67569866201139e-06,4264,236,82,0.347457627118644,0.0192307692307692,"GO:1901362","GO:BP","organic cyclic compound biosynthetic process",21031,21928,"GO:1901360, GO:1901576"
"query_1",TRUE,1.07899436400495e-05,2668,252,62,0.246031746031746,0.0232383808095952,"GO:0035556","GO:BP","intracellular signal transduction",21031,9405,"GO:0007165"
"query_1",TRUE,1.2859606044767e-05,3001,252,67,0.265873015873016,0.0223258913695435,"GO:0051173","GO:BP","positive regulation of nitrogen compound metabolic process",21031,13997,"GO:0006807, GO:0009893, GO:0051171"
"query_1",TRUE,1.38935643943349e-05,932,249,31,0.124497991967871,0.0332618025751073,"GO:0034097","GO:BP","response to cytokine",21031,8691,"GO:0010033"
"query_1",TRUE,1.38935643943349e-05,1799,212,42,0.19811320754717,0.0233463035019455,"GO:0065009","GO:BP","regulation of molecular function",21031,16386,"GO:0065007"
"query_1",TRUE,1.38935643943349e-05,555,249,23,0.0923694779116466,0.0414414414414414,"GO:0042110","GO:BP","T cell activation",21031,10315,"GO:0046649"
"query_1",TRUE,1.44772297850412e-05,3446,236,70,0.296610169491525,0.02031340684852,"GO:0006355","GO:BP","regulation of DNA-templated transcription",21031,2155,"GO:0006351, GO:0010468, GO:2001141"
"query_1",TRUE,1.69750575776396e-05,471,252,21,0.0833333333333333,0.0445859872611465,"GO:0031349","GO:BP","positive regulation of defense response",21031,7397,"GO:0006952, GO:0031347, GO:0048584"
"query_1",TRUE,1.71713132015118e-05,3464,236,70,0.296610169491525,0.0202078521939954,"GO:2001141","GO:BP","regulation of RNA biosynthetic process",21031,27046,"GO:0010556, GO:0032774, GO:0051252"
"query_1",TRUE,1.71713132015118e-05,2202,234,51,0.217948717948718,0.0231607629427793,"GO:0051172","GO:BP","negative regulation of nitrogen compound metabolic process",21031,13996,"GO:0006807, GO:0009892, GO:0051171"
"query_1",TRUE,1.82379879006126e-05,718,244,26,0.10655737704918,0.0362116991643454,"GO:0050778","GO:BP","positive regulation of immune response",21031,13681,"GO:0002684, GO:0006955, GO:0048584, GO:0050776"
"query_1",TRUE,1.84294632894291e-05,3346,249,71,0.285140562248996,0.0212193664076509,"GO:0031325","GO:BP","positive regulation of cellular metabolic process",21031,7374,"GO:0009893, GO:0031323, GO:0044237, GO:0048522"
"query_1",TRUE,1.84395743531481e-05,3437,252,73,0.28968253968254,0.0212394530113471,"GO:0023051","GO:BP","regulation of signaling",21031,6876,"GO:0023052, GO:0050789"
"query_1",TRUE,1.94761075312005e-05,3443,252,73,0.28968253968254,0.0212024397327912,"GO:0010646","GO:BP","regulation of cell communication",21031,4342,"GO:0007154, GO:0050794"
"query_1",TRUE,2.14086432309159e-05,3240,234,66,0.282051282051282,0.0203703703703704,"GO:0010605","GO:BP","negative regulation of macromolecule metabolic process",21031,4302,"GO:0009892, GO:0043170, GO:0060255"
"query_1",TRUE,2.20575569763414e-05,345,236,17,0.0720338983050847,0.0492753623188406,"GO:0045089","GO:BP","positive regulation of innate immune response",21031,11661,"GO:0002833, GO:0031349, GO:0032103, GO:0045087, GO:0045088, GO:0050778"
"query_1",TRUE,2.58008486787996e-05,3010,252,66,0.261904761904762,0.0219269102990033,"GO:0009966","GO:BP","regulation of signal transduction",21031,3842,"GO:0007165, GO:0010646, GO:0023051, GO:0048583"
"query_1",TRUE,3.00182957352172e-05,465,244,20,0.0819672131147541,0.043010752688172,"GO:0002757","GO:BP","immune response-activating signaling pathway",21031,1275,"GO:0002253, GO:0002764"
"query_1",TRUE,3.39616634870812e-05,2274,252,54,0.214285714285714,0.0237467018469657,"GO:0048584","GO:BP","positive regulation of response to stimulus",21031,13280,"GO:0048518, GO:0048583, GO:0050896"
"query_1",TRUE,3.56854763727453e-05,8976,252,146,0.579365079365079,0.0162655971479501,"GO:0050896","GO:BP","response to stimulus",21031,13774,"GO:0008150"
"query_1",TRUE,3.61991002757401e-05,783,249,27,0.108433734939759,0.0344827586206897,"GO:0046649","GO:BP","lymphocyte activation",21031,12692,"GO:0045321"
"query_1",TRUE,3.71869537790349e-05,2723,252,61,0.242063492063492,0.0224017627616599,"GO:0009605","GO:BP","response to external stimulus",21031,3570,"GO:0050896"
"query_1",TRUE,4.24242251028761e-05,3455,234,68,0.290598290598291,0.0196816208393632,"GO:0009892","GO:BP","negative regulation of metabolic process",21031,3790,"GO:0008152, GO:0019222, GO:0048519"
"query_1",TRUE,4.24242251028761e-05,41,90,5,0.0555555555555556,0.121951219512195,"GO:0043368","GO:BP","positive T cell selection",21031,11000,"GO:0045058"
"query_1",TRUE,4.97797284335866e-05,369,236,17,0.0720338983050847,0.046070460704607,"GO:0002833","GO:BP","positive regulation of response to biotic stimulus",21031,1350,"GO:0002831, GO:0009607, GO:0048584"
"query_1",TRUE,5.04659583983363e-05,484,244,20,0.0819672131147541,0.0413223140495868,"GO:1903131","GO:BP","mononuclear cell differentiation",21031,23363,"GO:0002521"
"query_1",TRUE,5.10420692446142e-05,3613,252,74,0.293650793650794,0.0204815942430113,"GO:0006996","GO:BP","organelle organization",21031,2642,"GO:0016043"
"query_1",TRUE,5.10420692446142e-05,1971,249,48,0.192771084337349,0.0243531202435312,"GO:0071310","GO:BP","cellular response to organic substance",21031,17066,"GO:0010033, GO:0070887"
"query_1",TRUE,5.56802806166478e-05,364,242,17,0.0702479338842975,0.0467032967032967,"GO:1901653","GO:BP","cellular response to peptide",21031,22153,"GO:0071417, GO:1901652, GO:1901701"
"query_1",TRUE,6.08825815243191e-05,609,252,23,0.0912698412698413,0.0377668308702791,"GO:0032103","GO:BP","positive regulation of response to external stimulus",21031,7634,"GO:0009605, GO:0032101, GO:0048584"
"query_1",TRUE,6.12097091160429e-05,492,244,20,0.0819672131147541,0.040650406504065,"GO:0002764","GO:BP","immune response-regulating signaling pathway",21031,1282,"GO:0007165, GO:0050776"
"query_1",TRUE,6.33126829579927e-05,258,236,14,0.0593220338983051,0.0542635658914729,"GO:0002758","GO:BP","innate immune response-activating signaling pathway",21031,1276,"GO:0002218, GO:0002757"
"query_1",TRUE,8.21485638131769e-05,1648,249,42,0.168674698795181,0.0254854368932039,"GO:0048585","GO:BP","negative regulation of response to stimulus",21031,13281,"GO:0048519, GO:0048583, GO:0050896"
"query_1",TRUE,8.95968219661396e-05,1371,209,33,0.157894736842105,0.0240700218818381,"GO:0046907","GO:BP","intracellular transport",21031,12847,"GO:0006810, GO:0051641, GO:0051649"
"query_1",TRUE,9.3259850111636e-05,1060,244,31,0.127049180327869,0.0292452830188679,"GO:1901698","GO:BP","response to nitrogen compound",21031,22185,"GO:0042221"
"query_1",TRUE,0.000101296734102343,429,240,18,0.075,0.041958041958042,"GO:0016032","GO:BP","viral process",21031,5131,"GO:0008150"
"query_1",TRUE,0.000109090197788365,1703,236,41,0.173728813559322,0.0240751614797416,"GO:0045893","GO:BP","positive regulation of DNA-templated transcription",21031,12089,"GO:0006351, GO:0006355, GO:1902680"
"query_1",TRUE,0.000109712377450842,1706,236,41,0.173728813559322,0.0240328253223916,"GO:1902680","GO:BP","positive regulation of RNA biosynthetic process",21031,22992,"GO:0010557, GO:0032774, GO:0051254, GO:2001141"
"query_1",TRUE,0.000109712377450842,429,242,18,0.0743801652892562,0.041958041958042,"GO:0043434","GO:BP","response to peptide hormone",21031,11046,"GO:0009725, GO:1901652"
"query_1",TRUE,0.000109712377450842,964,244,29,0.118852459016393,0.0300829875518672,"GO:0010243","GO:BP","response to organonitrogen compound",21031,4060,"GO:0010033, GO:1901698"
"query_1",TRUE,0.000109712377450842,304,242,15,0.0619834710743802,0.0493421052631579,"GO:0071375","GO:BP","cellular response to peptide hormone stimulus",21031,17127,"GO:0032870, GO:0043434, GO:1901653"
"query_1",TRUE,0.000109712377450842,635,234,22,0.094017094017094,0.0346456692913386,"GO:0051276","GO:BP","chromosome organization",21031,14061,"GO:0006996"
"query_1",TRUE,0.000113871055944336,7394,252,124,0.492063492063492,0.0167703543413579,"GO:0051716","GO:BP","cellular response to stimulus",21031,14364,"GO:0009987, GO:0050896"
"query_1",TRUE,0.000132345699385268,3226,234,63,0.269230769230769,0.0195288282703038,"GO:0031324","GO:BP","negative regulation of cellular metabolic process",21031,7373,"GO:0009892, GO:0031323, GO:0044237, GO:0048523"
"query_1",TRUE,0.000134609014619992,54,90,5,0.0555555555555556,0.0925925925925926,"GO:0045058","GO:BP","T cell selection",21031,11645,"GO:0002376, GO:0030217"
"query_1",TRUE,0.000135682805050858,434,244,18,0.0737704918032787,0.0414746543778802,"GO:0030098","GO:BP","lymphocyte differentiation",21031,6913,"GO:0046649, GO:1903131"
"query_1",TRUE,0.000144141543361452,4836,236,85,0.360169491525424,0.0175765095119934,"GO:0044271","GO:BP","cellular nitrogen compound biosynthetic process",21031,11312,"GO:0034641, GO:0044249"
"query_1",TRUE,0.000152749879023237,1506,224,36,0.160714285714286,0.0239043824701195,"GO:0043067","GO:BP","regulation of programmed cell death",21031,10863,"GO:0012501, GO:0050794"
"query_1",TRUE,0.000152749879023237,2102,252,49,0.194444444444444,0.0233111322549952,"GO:0051246","GO:BP","regulation of protein metabolic process",21031,14041,"GO:0019538, GO:0051171, GO:0060255, GO:0080090"
"query_1",TRUE,0.000163100335981681,627,244,22,0.0901639344262295,0.0350877192982456,"GO:0002521","GO:BP","leukocyte differentiation",21031,1050,"GO:0030097, GO:0030154"
"query_1",TRUE,0.000164456795170157,1026,248,30,0.120967741935484,0.0292397660818713,"GO:0009894","GO:BP","regulation of catabolic process",21031,3792,"GO:0009056, GO:0019222"
"query_1",TRUE,0.000168031080012879,2683,252,58,0.23015873015873,0.0216175922474842,"GO:0070887","GO:BP","cellular response to chemical stimulus",21031,16854,"GO:0042221, GO:0051716"
"query_1",TRUE,0.000168031080012879,1770,249,43,0.172690763052209,0.0242937853107345,"GO:0033554","GO:BP","cellular response to stress",21031,8567,"GO:0006950, GO:0051716"
"query_1",TRUE,0.000168031080012879,406,240,17,0.0708333333333333,0.041871921182266,"GO:0009615","GO:BP","response to virus",21031,3578,"GO:0051707"
"query_1",TRUE,0.000188872616935205,1463,252,38,0.150793650793651,0.025974025974026,"GO:0042981","GO:BP","regulation of apoptotic process",21031,10815,"GO:0006915, GO:0043067"
"query_1",TRUE,0.000189987650144087,3210,209,57,0.272727272727273,0.0177570093457944,"GO:0033036","GO:BP","macromolecule localization",21031,8276,"GO:0051179"
"query_1",TRUE,0.000196683459381161,2603,249,56,0.224899598393574,0.0215136381098732,"GO:0010557","GO:BP","positive regulation of macromolecule biosynthetic process",21031,4259,"GO:0009059, GO:0010556, GO:0010604, GO:0031328"
"query_1",TRUE,0.000209674458044102,1766,252,43,0.170634920634921,0.0243488108720272,"GO:1902531","GO:BP","regulation of intracellular signal transduction",21031,22895,"GO:0009966, GO:0035556"
"query_1",TRUE,0.000210521603010347,156,131,8,0.0610687022900763,0.0512820512820513,"GO:0002753","GO:BP","cytoplasmic pattern recognition receptor signaling pathway",21031,1271,"GO:0002221, GO:0030522"
"query_1",TRUE,0.000231385977123308,2685,249,57,0.228915662650602,0.0212290502793296,"GO:0031328","GO:BP","positive regulation of cellular biosynthetic process",21031,7377,"GO:0009891, GO:0031325, GO:0031326, GO:0044249"
"query_1",TRUE,0.000238336581199616,1290,245,34,0.138775510204082,0.0263565891472868,"GO:0009968","GO:BP","negative regulation of signal transduction",21031,3844,"GO:0007165, GO:0009966, GO:0010648, GO:0023057, GO:0048585"
"query_1",TRUE,0.000264523199198119,302,173,12,0.069364161849711,0.0397350993377483,"GO:1903311","GO:BP","regulation of mRNA metabolic process",21031,23484,"GO:0016071, GO:0051252"
"query_1",TRUE,0.000264523199198119,403,252,17,0.0674603174603175,0.0421836228287841,"GO:0007159","GO:BP","leukocyte cell-cell adhesion",21031,2754,"GO:0098609"
"query_1",TRUE,0.000264523199198119,497,249,19,0.0763052208835341,0.0382293762575453,"GO:0051249","GO:BP","regulation of lymphocyte activation",21031,14044,"GO:0002694, GO:0046649"
"query_1",TRUE,0.000264523199198119,839,249,26,0.104417670682731,0.0309892729439809,"GO:0071345","GO:BP","cellular response to cytokine stimulus",21031,17097,"GO:0034097, GO:0071310"
"query_1",TRUE,0.000276188380526167,3957,252,76,0.301587301587302,0.0192064695476371,"GO:0042221","GO:BP","response to chemical",21031,10394,"GO:0050896"
"query_1",TRUE,0.000276188380526167,2706,249,57,0.228915662650602,0.0210643015521064,"GO:0009891","GO:BP","positive regulation of biosynthetic process",21031,3789,"GO:0009058, GO:0009889, GO:0009893"
"query_1",TRUE,0.000290281818432711,186,153,9,0.0588235294117647,0.0483870967741935,"GO:0043484","GO:BP","regulation of RNA splicing",21031,11085,"GO:0008380, GO:0010468, GO:0051252"
"query_1",TRUE,0.000292551747931685,1819,249,43,0.172690763052209,0.0236393622869709,"GO:0007049","GO:BP","cell cycle",21031,2680,"GO:0009987"
"query_1",TRUE,0.000304865318664331,874,242,26,0.107438016528926,0.0297482837528604,"GO:0009725","GO:BP","response to hormone",21031,3660,"GO:0009719, GO:0010033"
"query_1",TRUE,0.000338335049024556,4912,184,69,0.375,0.0140472312703583,"GO:0019538","GO:BP","protein metabolic process",21031,6075,"GO:0043170, GO:0044238, GO:1901564"
"query_1",TRUE,0.000372925877750124,3621,209,61,0.291866028708134,0.0168461750897542,"GO:0051641","GO:BP","cellular localization",21031,14309,"GO:0009987, GO:0051179"
"query_1",TRUE,0.000381250595976101,766,230,23,0.1,0.0300261096605744,"GO:0051248","GO:BP","negative regulation of protein metabolic process",21031,14043,"GO:0010605, GO:0019538, GO:0051172, GO:0051246"
"query_1",TRUE,0.000386460996519706,27,242,5,0.0206611570247934,0.185185185185185,"GO:0071378","GO:BP","cellular response to growth hormone stimulus",21031,17130,"GO:0060416, GO:0071375"
"query_1",TRUE,0.000429824259615323,131,230,9,0.0391304347826087,0.0687022900763359,"GO:0000956","GO:BP","nuclear-transcribed mRNA catabolic process",21031,266,"GO:0006402"
"query_1",TRUE,0.000434615091499388,2955,249,60,0.240963855421687,0.0203045685279188,"GO:0051239","GO:BP","regulation of multicellular organismal process",21031,14037,"GO:0032501, GO:0050789"
"query_1",TRUE,0.000438209974195485,607,252,21,0.0833333333333333,0.0345963756177924,"GO:0097190","GO:BP","apoptotic signaling pathway",21031,19069,"GO:0006915, GO:0007165"
"query_1",TRUE,0.000451203698741582,134,173,8,0.046242774566474,0.0597014925373134,"GO:0050684","GO:BP","regulation of mRNA processing",21031,13644,"GO:0006397, GO:1903311"
"query_1",TRUE,0.000451203698741582,1398,245,35,0.142857142857143,0.025035765379113,"GO:0023057","GO:BP","negative regulation of signaling",21031,6879,"GO:0023051, GO:0023052, GO:0048519"
"query_1",TRUE,0.000474343770877064,382,252,16,0.0634920634920635,0.0418848167539267,"GO:2001233","GO:BP","regulation of apoptotic signaling pathway",21031,27108,"GO:0009966, GO:0042981, GO:0097190"
"query_1",TRUE,0.000479510052683854,228,246,12,0.0487804878048781,0.0526315789473684,"GO:0097191","GO:BP","extrinsic apoptotic signaling pathway",21031,19070,"GO:0007166, GO:0097190"
"query_1",TRUE,0.000515116477362798,112,153,7,0.0457516339869281,0.0625,"GO:0048024","GO:BP","regulation of mRNA splicing, via spliceosome",21031,12898,"GO:0000398, GO:0043484, GO:0050684"
"query_1",TRUE,0.000528672254038891,896,245,26,0.106122448979592,0.0290178571428571,"GO:0006974","GO:BP","DNA damage response",21031,2632,"GO:0033554"
"query_1",TRUE,0.000539124770012284,241,236,12,0.0508474576271186,0.0497925311203319,"GO:0002221","GO:BP","pattern recognition receptor signaling pathway",21031,762,"GO:0002758"
"query_1",TRUE,0.00062018079274955,251,230,12,0.0521739130434783,0.047808764940239,"GO:0006402","GO:BP","mRNA catabolic process",21031,2187,"GO:0006401, GO:0010629, GO:0016071"
"query_1",TRUE,0.000634848347457547,829,252,25,0.0992063492063492,0.0301568154402895,"GO:0006954","GO:BP","inflammatory response",21031,2616,"GO:0006952"
"query_1",TRUE,0.000634848347457547,3262,235,61,0.259574468085106,0.0187001839362354,"GO:0043412","GO:BP","macromolecule modification",21031,11034,"GO:0043170"
"query_1",TRUE,0.000634848347457547,946,249,27,0.108433734939759,0.0285412262156448,"GO:0045321","GO:BP","leukocyte activation",21031,11749,"GO:0001775, GO:0002376"
"query_1",TRUE,0.000715411585465051,2691,236,53,0.224576271186441,0.0196952805648458,"GO:0006366","GO:BP","transcription by RNA polymerase II",21031,2164,"GO:0006351"
"query_1",TRUE,0.000821884306352892,8361,252,132,0.523809523809524,0.0157875852170793,"GO:0071840","GO:BP","cellular component organization or biogenesis",21031,17446,"GO:0009987"
"query_1",TRUE,0.000844158633287828,10,137,3,0.0218978102189781,0.3,"GO:1990034","GO:BP","calcium ion export across plasma membrane",21031,25719,"GO:0070588, GO:0140115"
"query_1",TRUE,0.000892025946864747,187,224,10,0.0446428571428571,0.053475935828877,"GO:1902107","GO:BP","positive regulation of leukocyte differentiation",21031,22561,"GO:0002521, GO:1902105, GO:1903708"
"query_1",TRUE,0.000892025946864747,187,224,10,0.0446428571428571,0.053475935828877,"GO:1903708","GO:BP","positive regulation of hemopoiesis",21031,23821,"GO:0002684, GO:0010720, GO:0030097, GO:0051240, GO:1903706"
