"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0002876","GO:BP","positive regulation of chronic inflammatory response to antigenic stimulus",21031,1393,"GO:0002439, GO:0002678, GO:0002863, GO:0002874"
"query_1",TRUE,0.00478322635219754,229,76,6,0.0789473684210526,0.0262008733624454,"GO:0043523","GO:BP","regulation of neuron apoptotic process",21031,11108,"GO:0042981, GO:0051402"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0032724","GO:BP","positive regulation of fractalkine production",21031,8045,"GO:0032603, GO:0032644, GO:0032722"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0032603","GO:BP","fractalkine production",21031,7927,"GO:0032602"
"query_1",TRUE,0.00478322635219754,3621,119,37,0.310924369747899,0.0102181717757526,"GO:0051641","GO:BP","cellular localization",21031,14309,"GO:0009987, GO:0051179"
"query_1",TRUE,0.00478322635219754,13,33,2,0.0606060606060606,0.153846153846154,"GO:0002503","GO:BP","peptide antigen assembly with MHC class II protein complex",21031,1033,"GO:0002399, GO:0002495, GO:0002501"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:1902565","GO:BP","positive regulation of neutrophil activation",21031,22912,"GO:0002696, GO:0042119, GO:1902563"
"query_1",TRUE,0.00478322635219754,1512,123,21,0.170731707317073,0.0138888888888889,"GO:0002682","GO:BP","regulation of immune system process",21031,1207,"GO:0002376, GO:0050789"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0006447","GO:BP","regulation of translational initiation by iron",21031,2221,"GO:0006446"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0060557","GO:BP","positive regulation of vitamin D biosynthetic process",21031,15212,"GO:0010893, GO:0031328, GO:0042368, GO:0046136, GO:0060556"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0072564","GO:BP","blood microparticle formation",21031,17959,"GO:0016043, GO:0048646"
"query_1",TRUE,0.00478322635219754,3346,124,36,0.290322580645161,0.0107591153616258,"GO:0031325","GO:BP","positive regulation of cellular metabolic process",21031,7374,"GO:0009893, GO:0031323, GO:0044237, GO:0048522"
"query_1",TRUE,0.00478322635219754,238,10,3,0.3,0.0126050420168067,"GO:0002573","GO:BP","myeloid leukocyte differentiation",21031,1101,"GO:0002521, GO:0030099"
"query_1",TRUE,0.00478322635219754,8976,42,30,0.714285714285714,0.00334224598930481,"GO:0050896","GO:BP","response to stimulus",21031,13774,"GO:0008150"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:1904999","GO:BP","positive regulation of leukocyte adhesion to arterial endothelial cell",21031,24919,"GO:0061757, GO:1904996, GO:1904997"
"query_1",TRUE,0.00478322635219754,230,10,3,0.3,0.0130434782608696,"GO:0002685","GO:BP","regulation of leukocyte migration",21031,1210,"GO:0002682, GO:0030334, GO:0050900"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:1990267","GO:BP","response to transition metal nanoparticle",21031,25793,"GO:0042221"
"query_1",TRUE,0.00478322635219754,418,122,10,0.0819672131147541,0.0239234449760766,"GO:1903706","GO:BP","regulation of hemopoiesis",21031,23819,"GO:0002682, GO:0030097, GO:0060284, GO:2000026"
"query_1",TRUE,0.00478322635219754,477,36,6,0.166666666666667,0.0125786163522013,"GO:0045785","GO:BP","positive regulation of cell adhesion",21031,12013,"GO:0007155, GO:0030155, GO:0048522"
"query_1",TRUE,0.00478322635219754,881,122,15,0.122950819672131,0.0170261066969353,"GO:0043066","GO:BP","negative regulation of apoptotic process",21031,10862,"GO:0006915, GO:0042981, GO:0043069"
"query_1",TRUE,0.00478322635219754,239,10,3,0.3,0.0125523012552301,"GO:0009743","GO:BP","response to carbohydrate",21031,3678,"GO:0010033, GO:1901700"
"query_1",TRUE,0.00478322635219754,13,33,2,0.0606060606060606,0.153846153846154,"GO:0002399","GO:BP","MHC class II protein complex assembly",21031,930,"GO:0002396"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:2000334","GO:BP","positive regulation of blood microparticle formation",21031,26336,"GO:0051094, GO:0051130, GO:0072564, GO:2000332"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:1990268","GO:BP","response to gold nanoparticle",21031,25794,"GO:1990267"
"query_1",TRUE,0.00478322635219754,300,36,5,0.138888888888889,0.0166666666666667,"GO:0002366","GO:BP","leukocyte activation involved in immune response",21031,905,"GO:0002263, GO:0045321"
"query_1",TRUE,0.00478322635219754,6,70,2,0.0285714285714286,0.333333333333333,"GO:2000503","GO:BP","positive regulation of natural killer cell chemotaxis",21031,26493,"GO:0035747, GO:0140131, GO:2000501"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:2000332","GO:BP","regulation of blood microparticle formation",21031,26334,"GO:0050793, GO:0051128, GO:0072564"
"query_1",TRUE,0.00478322635219754,304,8,3,0.375,0.00986842105263158,"GO:0002263","GO:BP","cell activation involved in immune response",21031,802,"GO:0001775, GO:0002252, GO:0006955"
"query_1",TRUE,0.00478322635219754,1463,19,7,0.368421052631579,0.00478468899521531,"GO:0042981","GO:BP","regulation of apoptotic process",21031,10815,"GO:0006915, GO:0043067"
"query_1",TRUE,0.00478322635219754,2,2,1,0.5,0.5,"GO:0002037","GO:BP","negative regulation of L-glutamate import across plasma membrane",21031,645,"GO:0002036, GO:0034763, GO:0051956, GO:0098712"
"query_1",TRUE,0.00481867592670448,365,116,9,0.0775862068965517,0.0246575342465753,"GO:0042176","GO:BP","regulation of protein catabolic process",21031,10349,"GO:0009894, GO:0030163, GO:0051246"
"query_1",TRUE,0.00492076404753053,4,122,2,0.0163934426229508,0.5,"GO:1990911","GO:BP","response to psychosocial stress",21031,26001,"GO:0006950"
"query_1",TRUE,0.00504441915313697,51,9,2,0.222222222222222,0.0392156862745098,"GO:0030865","GO:BP","cortical cytoskeleton organization",21031,7183,"GO:0007010"
"query_1",TRUE,0.00523980215433876,179,3,2,0.666666666666667,0.0111731843575419,"GO:0051897","GO:BP","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",21031,14436,"GO:0043491, GO:0051896, GO:1902533"
"query_1",TRUE,0.00538760071026714,369,70,7,0.1,0.018970189701897,"GO:0010959","GO:BP","regulation of metal ion transport",21031,4594,"GO:0030001, GO:0043269"
"query_1",TRUE,0.00538760071026714,1506,19,7,0.368421052631579,0.00464807436918991,"GO:0043067","GO:BP","regulation of programmed cell death",21031,10863,"GO:0012501, GO:0050794"
"query_1",TRUE,0.00539943270656157,310,38,5,0.131578947368421,0.0161290322580645,"GO:0006874","GO:BP","intracellular calcium ion homeostasis",21031,2561,"GO:0030003, GO:0055074"
"query_1",TRUE,0.00539943270656157,698,123,13,0.105691056910569,0.0186246418338109,"GO:0002252","GO:BP","immune effector process",21031,791,"GO:0002376"
"query_1",TRUE,0.0054310262492552,2102,125,26,0.208,0.0123691722169363,"GO:0051246","GO:BP","regulation of protein metabolic process",21031,14041,"GO:0019538, GO:0051171, GO:0060255, GO:0080090"
"query_1",TRUE,0.00547669716782347,523,122,11,0.0901639344262295,0.0210325047801147,"GO:0022411","GO:BP","cellular component disassembly",21031,6839,"GO:0016043"
"query_1",TRUE,0.00547669716782347,213,121,7,0.0578512396694215,0.0328638497652582,"GO:0045619","GO:BP","regulation of lymphocyte differentiation",21031,11866,"GO:0030098, GO:0051249, GO:1902105"
"query_1",TRUE,0.00553938725719346,609,123,12,0.0975609756097561,0.0197044334975369,"GO:0071396","GO:BP","cellular response to lipid",21031,17148,"GO:0033993, GO:0071310"
"query_1",TRUE,0.00556600704514965,907,122,15,0.122950819672131,0.0165380374862183,"GO:0043069","GO:BP","negative regulation of programmed cell death",21031,10865,"GO:0012501, GO:0043067, GO:0048523"
"query_1",TRUE,0.00556600704514965,361,121,9,0.0743801652892562,0.0249307479224377,"GO:0002449","GO:BP","lymphocyte mediated immunity",21031,979,"GO:0002443"
"query_1",TRUE,0.00573657062575296,88,6,2,0.333333333333333,0.0227272727272727,"GO:0046889","GO:BP","positive regulation of lipid biosynthetic process",21031,12834,"GO:0008610, GO:0009891, GO:0045834, GO:0046890"
"query_1",TRUE,0.00573657062575296,540,13,4,0.307692307692308,0.00740740740740741,"GO:0030335","GO:BP","positive regulation of cell migration",21031,7018,"GO:0016477, GO:0030334, GO:2000147"
"query_1",TRUE,0.00573781873115491,279,10,3,0.3,0.010752688172043,"GO:0010721","GO:BP","negative regulation of cell development",21031,4397,"GO:0045596, GO:0048468, GO:0060284"
"query_1",TRUE,0.00586249916892458,1913,123,24,0.195121951219512,0.0125457396759017,"GO:0006915","GO:BP","apoptotic process",21031,2593,"GO:0012501"
"query_1",TRUE,0.00591677243623802,365,52,6,0.115384615384615,0.0164383561643836,"GO:1903037","GO:BP","regulation of leukocyte cell-cell adhesion",21031,23291,"GO:0007159, GO:0022407"
"query_1",TRUE,0.00591677243623802,3,2,1,0.5,0.333333333333333,"GO:0002439","GO:BP","chronic inflammatory response to antigenic stimulus",21031,969,"GO:0002437, GO:0002544"
"query_1",TRUE,0.00591677243623802,745,10,4,0.4,0.00536912751677852,"GO:1903047","GO:BP","mitotic cell cycle process",21031,23301,"GO:0000278, GO:0022402"
"query_1",TRUE,0.00591677243623802,362,123,9,0.0731707317073171,0.0248618784530387,"GO:0030522","GO:BP","intracellular receptor signaling pathway",21031,7073,"GO:0007165"
"query_1",TRUE,0.00591677243623802,3,2,1,0.5,0.333333333333333,"GO:0002874","GO:BP","regulation of chronic inflammatory response to antigenic stimulus",21031,1391,"GO:0002439, GO:0002676, GO:0002861"
"query_1",TRUE,0.00591677243623802,3,2,1,0.5,0.333333333333333,"GO:0060559","GO:BP","positive regulation of calcidiol 1-monooxygenase activity",21031,15214,"GO:0032770, GO:0060558"
"query_1",TRUE,0.00591677243623802,3,2,1,0.5,0.333333333333333,"GO:1901671","GO:BP","positive regulation of superoxide dismutase activity",21031,22170,"GO:0051353, GO:1901668"
"query_1",TRUE,0.00591677243623802,3,2,1,0.5,0.333333333333333,"GO:1905242","GO:BP","response to 3,3',5-triiodo-L-thyronine",21031,25113,"GO:0014070, GO:0043200"
"query_1",TRUE,0.00591677243623802,206,3,2,0.666666666666667,0.00970873786407767,"GO:0070374","GO:BP","positive regulation of ERK1 and ERK2 cascade",21031,16580,"GO:0043410, GO:0070371, GO:0070372"
